firmname,own,own2
레드벤드소프트웨어코리아,1.0,1.0
멀티캠퍼스,0.9925737065613547,1.0
미라콤아이앤씨,0.9903872296611755,1.0
삼성경제연구소,1.0,1.0
삼성디스플레이,0.999999996180662,1.0
삼성라이온즈,1.0,1.0
삼성메디슨,0.9994304400098559,1.0
삼성물산,0.8450481496246739,1.0000000000000002
삼성바이오로직스,0.9990968487871231,1.0
삼성바이오에피스,1.0,1.0
삼성벤처투자,1.0,1.0
삼성생명금융서비스보험대리점,1.0,1.0
삼성생명보험,0.82911428,1.0
삼성생명서비스손해사정,1.0,1.0
삼성선물,1.0,1.0
삼성액티브자산운용,1.0,1.0
삼성에스디아이,0.9417689296472957,1.0
삼성에스디에스,0.9993104999108271,1.0
삼성에스알에이자산운용,0.0,1.0
삼성엔지니어링,0.9991482857142857,1.0
삼성웰스토리,1.0,1.0
삼성자산운용,1.0,1.0
삼성전기,0.973152413097411,1.0
삼성전자,0.9988606367077273,1.0
삼성전자로지텍,1.0,1.0
삼성전자서비스,1.0,1.0
삼성전자서비스씨에스,1.0,1.0
삼성전자판매,1.0,1.0
삼성중공업,0.9586275022611155,1.0
삼성증권,0.9975772452407615,1.0
삼성카드,0.9208360625512979,1.0
삼성카드고객서비스,1.0,1.0
삼성코닝어드밴스드글라스(유),1.0,1.0
삼성헤지자산운용,1.0,1.0
삼성화재금융서비스보험대리점,1.0,1.0
삼성화재서비스손해사정,1.0,1.0
삼성화재애니카손해사정,1.0,1.0
삼성화재해상보험,0.808389696195552,1.0
삼우종합건축사사무소,1.0,1.0
생보부동산신탁,1.0,1.0
서울레이크사이드,1.0,1.0
세메스,0.9897200648558272,1.0
수원삼성축구단,1.0,1.0
스테코,1.0,1.0
시큐아이,1.0,1.0
신라스테이,1.0,1.0
씨브이네트,0.99990703125,1.0
에스디플렉스,1.0,1.0
에스비티엠,1.0,1.0
에스원,0.8897621153804959,1.0
에스원씨알엠,1.0,1.0
에스유머티리얼스,1.0,1.0
에스코어,0.9982490745045169,1.0
에스티엠,1.0,1.0
에이치디씨신라면세점,1.0,1.0
오픈핸즈,1.0,1.0
제일기획,0.8801234079348512,1.0
제일패션리테일,1.0,1.0
하만인터내셔널코리아,1.0,1.0
호텔신라,0.945792725,1.0
휴먼티에스에스,1.0,1.0
